id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,geometry
5035,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    ARTILLEROS                                        ,25,448338.53,4473065.5,POINT (-3.6088455845699245 40.40660127184269)
5036,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    FORGES                                            ,15,448984.53,4472946.5,POINT (-3.6012231459781185 40.405569076690355)
5037,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CAMINO                   FUENTE DE ARRIBA                                  ,7,448286.53,4472682.5,POINT (-3.609427267631161 40.403147726574566)
5038,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    LADERA DE LOS ALMENDROS                           ,45,446909.53,4471929.5,POINT (-3.625591086604825 40.39627755659501)
5039,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,PLAZA                    LADERA DE LOS ALMENDROS                           ,23,447090.53,4472363.5,POINT (-3.623494461319982 40.40019882795669)
5040,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    PEDERNAL                                          ,5,449204.53,4472995.5,POINT (-3.598634466148593 40.40602395363645)
5041,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    SOCORRO                                           ,1,448499.53,4472577.5,POINT (-3.6069087669063906 40.40221501859364)
5042,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    CORDEL DE PAVONES                                 ,2,447563.53,4472652.5,POINT (-3.6179446612177553 40.40283224794039)
5043,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLALMANZO                                       ,9,448479.53,4472900.5,POINT (-3.607170589661321 40.405123580352374)
5044,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLABLANCA                                       ,17,448528.53,4473284.5,POINT (-3.6066242112790707 40.408585937224444)
5045,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,VALDERRIVAS,3,VICALVARO           ,19,AVENIDA                  TITANIO                                           ,16,449164.53,4472397.5,POINT (-3.5990580896648634 40.40063432169488)
5046,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VIEJO DE VICALVARO                                ,20,447777.53,4472848.5,POINT (-3.6154389686744173 40.404611393330974)
5047,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,AVENIDA                  REAL                                              ,7,448522.53,4472581.5,POINT (-3.606638060635657 40.402252475544415)
5048,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    FUENTE DE SAN PEDRO                               ,4,448735.53,4472707.5,POINT (-3.6041382349809203 40.40340070956978)
5049,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    AMBROZ                                            ,3,448570.53,4472819.5,POINT (-3.6060916631467 40.40439950473055)
5050,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,PASEO                    ARTILLEROS                                        ,14,448248.53,4473118.5,POINT (-3.6099105139631127 40.40707314082671)
5051,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,PASEO                    POLIDEPORTIVO                                     ,3,0.0,0.0,POINT (-7.488743884387038 0)
5052,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    LOS CAVILAS                                       ,3,449911.53,4472522.5,POINT (-3.5902655336967406 40.40180567808759)
5053,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,VALDERRIVAS,3,VICALVARO           ,19,AVENIDA                  GRAN VIA DEL ESTE                                 ,40,0.0,0.0,POINT (-7.488743884387038 0)
5054,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    ANA MARISCAL                                      ,3,447128.53,4471746.5,POINT (-3.6229954521697816 40.39464290536043)
5055,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    TREN DE ARGANDA                                   ,9,447562.53,4472737.5,POINT (-3.617963447688192 40.40359792006417)
5056,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLABLANCA                                       ,49,448781.53,4473157.5,POINT (-3.60363237990694 40.40745744156767)
5057,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,EL CAÃAVERAL,4,VICALVARO           ,19,CALLE                    HUMILDAD                                          ,31,452498.3,4473049.5,POINT (-3.5598225964009624 40.40670487473265)
5058,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,EL CAÃAVERAL,4,VICALVARO           ,19,CALLE                    CONCEJAL VICTORINO GRANIZO                        ,71,452284.88,4472420.0,POINT (-3.5622905131756677 40.40102166964242)
5059,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,EL CAÃAVERAL,4,VICALVARO           ,19,CALLE                    CONCEJAL VICTORINO GRANIZO                        ,71,452213.97,4472468.5,POINT (-3.563129742233234 40.401454527145866)
5060,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    MARMOLINA                                         ,12,448422.34,4472024.5,POINT (-3.6077735636433452 40.39722844568918)
5061,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLABLANCA                                       ,7,448447.53,4473327.5,POINT (-3.607582280871894 40.40896829723685)
5062,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    OMEGA                                             ,56,449031.53,4472317.5,POINT (-3.60061890888772 40.399905496891286)
5063,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    MERCURIO                                          ,51,448749.53,4472882.5,POINT (-3.60398734860951 40.404978088735504)
5064,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CARRETERA                VICALVARO A COSLADA                               ,50,450849.53,4473815.5,POINT (-3.5793121172848075 40.41350983100972)
5065,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    LAGO TITICACA                                     ,6,448377.53,4472626.5,POINT (-3.608350376486399 40.402648888348395)
5066,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),ADULTOS,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  INDALECIO PRIETO                                  ,2,447415.56,4472930.5,POINT (-3.6197113045092397 40.405327319058834)
5067,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    POETAS                                            ,18,447316.53,4471849.5,POINT (-3.6207888545517237 40.39558271023995)
5068,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLARDONDIEGO                                    ,25,448402.53,4473038.5,POINT (-3.608089177049315 40.40636200707473)
5069,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,VALDERRIVAS,3,VICALVARO           ,19,AVENIDA                  GRAN VIA DEL ESTE                                 ,5,449426.53,4472572.5,POINT (-3.5959846770956037 40.402226795896084)
5070,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    LADERA DE LOS ALMENDROS                           ,45,446909.53,4471929.5,POINT (-3.625591086604825 40.39627755659501)
5071,CENTROS PRIVADOS CONCERTADOS DE EDUCACION PRIMARIA,OTRO,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    CASALARREINA                                      ,26,447935.56,4473362.5,POINT (-3.613618746202194 40.40925173665674)
5072,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,EL CAÃAVERAL,4,VICALVARO           ,19,CALLE                    JOSE ESCOBAR Y SALIENTE                           ,41,452134.4,4472718.5,POINT (-3.5640861833206166 40.4037021410754)
5073,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    CASALARREINA                                      ,26,447935.56,4473362.5,POINT (-3.613618746202194 40.40925173665674)
5074,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    ARTILLEROS                                        ,21,448337.1,4473088.5,POINT (-3.608864303766495 40.406808382240534)
5075,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLAJIMENA                                       ,10,448456.53,4473111.5,POINT (-3.607458719790327 40.407022984320605)
5076,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLABLANCA                                       ,79,449065.53,4472992.5,POINT (-3.600272282875205 40.40598843515611)
5077,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    CASALARREINA                                      ,20,0.0,0.0,POINT (-7.488743884387038 0)
5078,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    CASALARREINA                                      ,20,0.0,0.0,POINT (-7.488743884387038 0)
5079,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    MARMOLINA                                         ,5,448482.53,4472024.5,POINT (-3.6070643429707485 40.397232171304886)
5080,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,VALDEBERNARDO,2,VICALVARO           ,19,CALLE                    CORDEL DE PAVONES                                 ,2,447563.53,4472652.5,POINT (-3.6179446612177553 40.40283224794039)
5081,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    FUENTE DE SAN PEDRO                               ,6,448772.53,4472685.5,POINT (-3.6037004521201763 40.403204796089554)
5082,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    SAN CIPRIANO                                      ,67,449307.53,4472625.5,POINT (-3.597391185015315 40.40269701974085)
5083,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    HUERTA DEL CONVENTO                               ,3,448657.53,4472417.5,POINT (-3.6050340051616 40.40078338857477)
5084,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CARRETERA                VICALVARO A LA ESTACION DE O'DONNELL              ,20,449790.53,4472793.5,POINT (-3.5917127580708135 40.40423974610804)
5085,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    EFIGENIA                                          ,33,449196.53,4472753.5,POINT (-3.5987094258813443 40.403843365472106)
5086,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    CASALARREINA                                      ,28,447884.56,4473338.5,POINT (-3.6142178213677223 40.409032337830936)
5087,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,EL CAÃAVERAL,4,VICALVARO           ,19,CALLE                    ALTO DEL ESPARRAGAL                               ,202,451976.16,4472638.5,POINT (-3.565944886917535 40.40297233026925)
5088,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    MARMOLINA                                         ,4,448467.53,4472082.5,POINT (-3.6072457828165803 40.39775374641286)
5089,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLAJIMENA                                       ,73,448495.53,4473142.5,POINT (-3.6070016238456586 40.40730466652875)
5090,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    MANANTIALES                                       ,9,448594.53,4473410.5,POINT (-3.6058565792155735 40.40972510652408)
5091,CENTROS DE CUIDADO INFANTIL,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    DUQUE DEL SEVILLANO                               ,5,448507.53,4472651.5,POINT (-3.606820481913273 40.40288215480695)
5092,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    FUENTE DE SAN PEDRO                               ,15,448793.53,4472692.5,POINT (-3.6034535495419986 40.40326914858201)
5093,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  INDALECIO PRIETO                                  ,46,447083.53,4471891.5,POINT (-3.623537716452614 40.395946301891605)
5094,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    SAN CIRIACO                                       ,14,448732.53,4472959.5,POINT (-3.604193885786992 40.40567070952653)
5095,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    MINERVA                                           ,27,449098.53,4472566.5,POINT (-3.599849323588856 40.40215275695435)
5096,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLACARLOS                                       ,14,448555.53,4472994.5,POINT (-3.6062825726908367 40.40597509437339)
5097,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,AVENIDA                  GRAN VIA DEL ESTE                                 ,21,449186.53,4472338.5,POINT (-3.598794140153958 40.4001041520996)
5098,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    LAGO SANABRIA                                     ,4,448355.53,4472720.5,POINT (-3.6086172506775256 40.40349433851178)
5099,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,AVENIDA                  DAROCA                                            ,319,447981.53,4473062.5,POINT (-3.61305246151957 40.40655201579929)
5100,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  INDALECIO PRIETO                                  ,16,447285.53,4472546.5,POINT (-3.6212118293858913 40.401859777571936)
5101,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CAMINO                   FUENTE DE ARRIBA                                  ,6,448228.53,4472699.5,POINT (-3.6101121256978654 40.403297269437445)
5102,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    LARDERO                                           ,2,448195.56,4473484.5,POINT (-3.6105645478308293 40.41036701301496)
5103,AUTOESCUELA,AUTOESCUELA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  TREN DE ARGANDA                                   ,12,447389.56,4472672.5,POINT (-3.61999637359667 40.40300144651016)
5104,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    GALLO                                             ,23,447924.53,4472940.5,POINT (-3.6137142035665413 40.40544939685748)
5105,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    ARTILLEROS                                        ,21,448336.53,4473097.5,POINT (-3.608871751673801 40.406889424789085)
5106,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLABLANCA                                       ,69,448934.53,4473060.5,POINT (-3.6018215180514277 40.40659299983559)
5107,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  INDALECIO PRIETO                                  ,3,447460.56,4472900.5,POINT (-3.6191785292221357 40.405059900775484)
5108,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,EL CAÃAVERAL,4,VICALVARO           ,19,CALLE                    FRANCISCO GRANDE COVIAN                           ,16,452119.47,4472537.5,POINT (-3.5642485070044834 40.40207070139071)
5109,AUTOESCUELA,AUTOESCUELA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  JOSE PRAT                                         ,15,447135.53,4472130.5,POINT (-3.622944855764293 40.39810267148128)
5110,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    ARTILLEROS                                        ,27,448340.53,4473044.5,POINT (-3.6088203106047883 40.40641221412073)
5111,AUTOESCUELA,AUTOESCUELA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    LAGO VAN                                          ,5,448523.53,4472731.5,POINT (-3.606638407421665 40.40360383753527)
5112,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLARDONDIEGO                                    ,19,448413.53,4473096.5,POINT (-3.6079642476292944 40.40688519102081)
5113,AUTOESCUELA,AUTOESCUELA,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    CALIZA                                            ,37,448725.53,4472087.5,POINT (-3.604206138473602 40.397814715047545)
5114,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  INDALECIO PRIETO                                  ,16,447278.53,4472584.5,POINT (-3.621297463332895 40.40220166286737)
5115,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  ALPUJARRAS                                        ,4,447158.53,4471940.5,POINT (-3.6226580748312163 40.396392487806956)
5116,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDERRIVAS,3,VICALVARO           ,19,CALLE                    TITANIO                                           ,7,449001.53,4472555.5,POINT (-3.600991481039193 40.40204772600253)
5117,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    LARDERO                                           ,2,448195.56,4473484.5,POINT (-3.6105645478308293 40.41036701301496)
5118,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEBERNARDO,2,VICALVARO           ,19,BULEVAR                  JOSE PRAT                                         ,7,447022.53,4472166.5,POINT (-3.624279346953115 40.39841980171513)
5119,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    VILLARDONDIEGO                                    ,15,448405.53,4473131.5,POINT (-3.6080613629078955 40.40719999832366)
5120,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    MERCURIO                                          ,20,448624.53,4472902.5,POINT (-3.605462011499027 40.405150557980456)
5121,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,PLAZA                    JUVENTUD                                          ,7,448599.53,4473335.5,POINT (-3.6057915947924806 40.40904976584824)
5122,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,CASCO H.VICALVARO   ,1,VICALVARO           ,19,CALLE                    EZCARAY                                           ,3,447920.56,4473479.5,POINT (-3.6138050989674935 40.41030480982251)
5123,AUTOESCUELA,AUTOESCUELA,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    ALCALA                                            ,650,448416.56,4477733.5,POINT (-3.6083047875271195 40.44865837971144)
5124,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    ZARATAN                                           ,6,446957.56,4475596.5,POINT (-3.6253308848238452 40.429315230007376)
5125,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    CASTILLO DE UCLES                                 ,28,0.0,0.0,POINT (-7.488743884387038 0)
5126,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    LUCANO                                            ,54,448283.56,4476340.5,POINT (-3.6097597212755153 40.43610113516238)
5127,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    GUTIERREZ CANALES                                 ,19,447826.56,4477743.5,POINT (-3.6152628865019674 40.44871164512075)
5128,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,ROSAS               ,5,SAN BLAS-CANILLEJAS ,20,AVENIDA                  ARCENTALES                                        ,26,448210.56,4476091.5,POINT (-3.610600085320304 40.43385344829178)
5129,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,SIMANCAS            ,1,SAN BLAS-CANILLEJAS ,20,CALLE                    CASTILLO DE UCLES                                 ,28,0.0,0.0,POINT (-7.488743884387038 0)
5130,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,CANILLEJAS          ,7,SAN BLAS-CANILLEJAS ,20,CALLE                    VICENTE JIMENEZ                                   ,7,447948.56,4477521.5,POINT (-3.6138060674241994 40.446719387164855)
5131,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,REJAS               ,6,SAN BLAS-CANILLEJAS ,20,CALLE                    SAMANIEGO                                         ,22,450776.56,4477030.5,POINT (-3.58042107085256 40.44246839791034)
5132,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,EL SALVADOR         ,8,SAN BLAS-CANILLEJAS ,20,AVENIDA                  VEINTICINCO DE SEPTIEMBRE                         ,1,447017.56,4477118.5,POINT (-3.6247504675009536 40.44303012044414)
5133,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,REJAS               ,6,SAN BLAS-CANILLEJAS ,20,CALLE                    DEYANIRA                                          ,2,449638.56,4477112.5,POINT (-3.593845689128745 40.443138955985454)
